%TITLE%
 VTC   180417/0000 
   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
  1000.0,       115,  -9999.00,  -9999.00,   -9999.0,  -9999.00
   977.0,       314,      23.2,      19.5,     340.0,        14
   925.0,       794,      21.0,      16.5,       5.0,         6
   896.0,      1070,      20.4,      14.4,      41.0,         4
   866.0,      1363,      18.9,      14.6,      80.0,         2
   850.0,      1524,      18.0,      14.7,     150.0,         3
   779.0,      2268,      13.2,      12.4,     229.0,         9
   749.0,      2598,      12.0,       7.4,     265.0,        11
   724.0,      2883,      11.0,       3.0,     265.0,        15
   708.0,      3070,       9.6,       2.6,     265.0,        17
   700.0,      3164,       9.4,      -2.6,     265.0,        18
   698.0,      3188,       9.2,      -3.8,     265.0,        18
   669.0,      3532,       6.6,      -4.4,     270.0,        18
   576.0,      4746,      -2.6,      -6.7,     265.0,        14
   575.0,      4760,      -2.7,      -6.7,   -9999.0,  -9999.00
%END%
