%TITLE%
ERA5   200423/0000000000200
-------------------------------------------------------------------
%RAW%
1000, 99.94557231938073,  29.494775390625023, 23.272153787205013, 86.8464973557142, 0.9095688476889529
975, 318.55979709030163,  28.04463602802724, 21.854327371862098, 88.36448194063965, 0.9456361252058199
950, 543.7324486043511,  26.058076335599708, 18.99418231259341, 114.70596318102997, 1.5824622137203872
925, 777.6496691092337,  25.06069541652795, 15.41987249448772, 162.1263876277094, 6.0855420413116805
900, 1018.1253163572479,  23.1397528898288, 15.555056365200869, 179.7522328057951, 11.99153230172229
875, 1263.7019621832485,  21.874982020413768, 15.030467782551682, 194.14374816820074, 17.61886826284381
850, 1515.1083206698063,  20.8185456521864, 12.621142213365147, 210.14147868281543, 19.148850396688264
825, 1773.0731058994927,  19.612830231926978, 9.923083889917336, 226.86125080341282, 15.941390959293756
800, 2036.8676037897396,  17.98552452186243, 8.043469433643736, 245.92361322526062, 12.779998359109024
775, 2307.94924250568,  16.023571266583076, 6.984941105552764, 259.02747719109436, 11.476948654353047
750, 2585.5893079647494,  13.713847032943193, 6.585766258773788, 262.01841910836737, 10.846760016604
700, 3162.730861359981,  9.102600711379353, 4.83646052561221, 243.7740910048941, 13.616495296965127
650, 3772.6645484708497,  5.086830168800873, -0.013797239464338418, 240.25238026908931, 21.857153514453138
600, 4421.948796040484,  0.9267018616199039, -8.168950469964955, 255.22749975286104, 28.377571847850263
550, 5114.2271744817335,  -4.009349430299551, -10.478023244453482, 261.1909187738894, 33.40978499867798
500, 5860.430395033142,  -8.053007268312626, -16.08412596801935, 261.52319600158035, 39.38604213682944
450, 6672.217883015827,  -12.114709826900992, -24.505380889309635, 256.88650326308425, 38.821958595446766
400, 7563.435205998615,  -17.452666258906874, -27.811737010197305, 252.02001867356415, 43.18367529714888
350, 8549.385359715467,  -24.688599209606963, -34.011061458676494, 245.76755583791163, 46.654766784523076
300, 9649.743624395769,  -33.998034597324676, -39.76758817190057, 235.00741342902927, 52.849491204516184
250, 10899.488276002863,  -43.0515630387016, -43.863163726989995, 229.67526712516923, 71.78032483038228
225, 11601.96865160009,  -48.2402404186754, -48.2589863149133, 223.2273137339253, 77.18505808746407
200, 12364.932296050603,  -54.646116222911104, -54.17240996030142, 227.44940182705105, 79.33566215264257
175, 13209.511917748927,  -58.86694040839086, -65.59188600279435, 228.51869222295815, 67.69895561768969
150, 14167.04222224556,  -63.399446131080595, -73.36345290084381, 233.87531526822823, 54.289499223659035
125, 15268.857915091,  -69.93983712505954, -78.6551647594693, 254.68623637696876, 46.12870064563899
100, 16569.612552477978,  -78.00746765136716, -81.53041314884894, 251.44163941138055, 37.09122865208093
70, 18609.283269590665,  -75.67477740972231, -83.8781556083915, 278.6461052149145, 14.15048342194759
50, 20600.858857253756,  -62.961451549843474, -86.01596586075698, 28.867444125759874, 10.763571921225685
30, 23794.81268115691,  -56.27670279126201, -88.86178499545423, 97.27648210609517, 23.06218511991629
20, 26390.492243270306,  -51.14872128958703, -91.05762048141384, 85.94013316279913, 28.362263926391197
10, 31012.72566901014,  -41.72117500355816, -95.22323433383056, 231.09171246241615, 2.707506709491504
7, 33440.07227804993,  -38.62240435203415, -97.05851647281568, 122.93243779513841, 6.224482382050334
5, 35767.585057777665,  -34.46063561570995, -98.34916946901558, 174.80658716991812, 5.8660114051046675
3, 39462.8941704888,  -17.774190370976072, -99.67017256803081, 260.208223357628, 31.434019366845174
2, 42542.439883428495,  -11.112407620399551, -105.4734438266432, 282.47888033271295, 27.332179979795217
1, 47854.76554536187,  -13.292537951725876, -106.24548314979361, 268.2211001968065, 6.877589882127329
%END%
