%TITLE%
 VTC   200510/0000 
   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
  1000.0,        88,  -9999.00,  -9999.00,   -9999.0,  -9999.00
   975.0,       314,      27.0,      22.8,     200.0,         6
   950.0,       544,      27.4,      20.4,     279.0,         3
   925.0,       779,      26.0,      19.0,       0.0,         0
   850.0,      1522,      21.8,      18.1,     165.0,         8
   823.0,      1802,      20.4,      17.0,     165.0,        14
   795.0,      2102,      18.8,      15.9,     205.0,        12
   788.0,      2178,      18.2,      15.5,     215.0,        11
   754.0,      2556,      15.4,      13.5,     167.0,        10
   749.0,      2612,      15.0,      12.9,     160.0,        10
   700.0,      3183,      11.0,       7.4,     185.0,         9
   689.0,      3315,      10.0,       6.5,     199.0,        10
   654.0,      3747,       8.3,      -1.6,     245.0,        13
   648.0,      3823,       8.0,      -3.0,     243.0,        13
   640.0,      3926,       7.2,       1.2,     241.0,        13
   638.0,      3951,       7.1,       0.9,     240.0,        13
   618.0,      4211,       5.6,      -1.9,     190.0,        15
   605.0,      4385,       4.6,      -3.8,     180.0,        17
   582.0,      4701,       2.8,      -7.2,     218.0,        16
   575.0,      4798,       1.9,      -6.7,     230.0,        16
   558.0,      5040,      -0.3,      -5.3,     239.0,        17
   557.0,      5054,      -0.4,      -5.7,     240.0,        17
   518.0,      5630,      -3.0,     -21.0,     220.0,        24
   506.0,      5816,      -3.9,     -25.9,     227.0,        25
   500.0,      5910,      -4.7,     -26.7,     230.0,        25
   484.0,      6165,      -5.7,     -27.7,     258.0,        27
   480.0,      6230,      -6.3,     -25.4,     265.0,        27
   466.0,      6461,      -8.3,     -17.3,     253.0,        24
   452.0,      6696,     -10.1,     -19.6,     240.0,        21
   436.0,      6974,     -12.3,     -22.3,     241.0,        22
   426.0,      7152,     -12.5,     -31.5,     242.0,        22
   409.0,      7462,     -14.7,     -24.7,     244.0,        23
   406.0,      7517,     -14.9,     -29.9,     244.0,        24
   403.0,      7574,     -15.3,     -24.3,     245.0,        24
   400.0,      7630,     -15.5,     -25.5,     245.0,        24
   389.0,      7836,     -16.7,     -27.6,     240.0,        25
   375.0,      8107,     -18.3,     -30.4,     270.0,        26
   331.0,      9030,     -23.8,     -39.8,     245.0,        17
   320.0,      9279,     -25.3,     -42.3,     280.0,        21
   310.0,      9514,     -26.7,     -44.7,     260.0,        19
   300.0,      9750,     -28.5,     -50.5,     240.0,        17
   298.0,      9798,     -28.7,     -51.1,     240.0,        17
   295.0,      9870,     -29.1,     -52.1,     230.0,        17
   289.0,     10015,     -30.2,     -53.0,     195.0,        23
   285.0,     10114,     -31.0,     -53.6,     185.0,        28
   270.0,     10496,     -33.9,     -55.9,     207.0,        17
   268.0,     10548,     -34.3,     -53.9,     210.0,        15
   261.0,     10733,     -35.7,     -46.7,     229.0,        16
   257.0,     10839,     -36.6,     -48.4,     240.0,        16
   250.0,     11030,     -38.3,     -51.3,     240.0,        17
   244.0,     11195,     -39.8,  -9999.00,     235.0,        18
   236.0,     11422,     -41.9,  -9999.00,     285.0,        24
   233.0,     11509,     -42.7,  -9999.00,     290.0,        26
   219.0,     11919,     -45.9,  -9999.00,     270.0,        12
   200.0,     12520,     -50.5,  -9999.00,     280.0,        10
   198.0,     12584,     -51.1,  -9999.00,     280.0,        10
   189.0,     12880,     -53.7,  -9999.00,     295.0,        11
   186.0,     12982,     -54.5,  -9999.00,     270.0,         8
   182.0,     13121,     -55.8,  -9999.00,     230.0,        10
   175.0,     13370,     -58.0,  -9999.00,     230.0,        12
   167.0,     13668,     -60.6,  -9999.00,     280.0,        16
   166.0,     13707,     -60.9,  -9999.00,     282.0,        16
   164.0,     13781,     -61.4,  -9999.00,     285.0,        17
   162.0,     13857,     -62.0,  -9999.00,     270.0,        13
   159.0,     13972,     -62.8,  -9999.00,     210.0,        13
   156.0,     14089,     -63.6,  -9999.00,     185.0,        18
   150.0,     14330,     -65.3,  -9999.00,     180.0,        24
   147.0,     14448,     -66.1,  -9999.00,     185.0,        26
   132.0,     15077,     -70.5,  -9999.00,     235.0,        22
   114.0,     15934,     -76.5,  -9999.00,     190.0,        30
   105.0,     16415,     -79.9,  -9999.00,     230.0,        23
   100.0,     16700,     -81.9,  -9999.00,     215.0,        21
    98.1,     16807,     -82.5,  -9999.00,     210.0,        21
    86.7,     17495,     -83.5,  -9999.00,     162.0,         9
    86.1,     17534,     -79.7,  -9999.00,     159.0,         9
    84.9,     17614,     -78.7,  -9999.00,     154.0,         7
    83.0,     17742,     -79.5,  -9999.00,     145.0,         5
    82.2,     17797,     -79.9,  -9999.00,     146.0,         8
    77.0,     18173,     -77.6,  -9999.00,     155.0,        25
    73.0,     18479,     -75.8,  -9999.00,      90.0,         1
    70.0,     18720,     -74.3,  -9999.00,      25.0,         2
    65.0,     19163,     -72.1,  -9999.00,     105.0,        10
    63.0,     19349,     -71.2,  -9999.00,     120.0,        13
    59.0,     19741,     -69.3,  -9999.00,     150.0,        10
    55.0,     20161,     -67.3,  -9999.00,     285.0,        10
    53.0,     20382,     -66.2,  -9999.00,     300.0,         5
    52.0,     20496,     -65.6,  -9999.00,     330.0,        10
    50.0,     20730,     -64.5,  -9999.00,     330.0,        21
    49.0,     20853,     -64.3,  -9999.00,     330.0,        24
    48.0,     20979,     -64.0,  -9999.00,     335.0,        22
    47.5,     21043,     -63.9,  -9999.00,     340.0,        20
    47.0,     21109,     -63.0,  -9999.00,     345.0,        18
    45.0,     21378,     -59.3,  -9999.00,      60.0,        20
    44.7,     21420,     -58.7,  -9999.00,      62.0,        21
